PLAYER_NAME,TEAM_ABBREVIATION,AGE,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT
Angel Delgado,LAC,24.0,0.5,2.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
Ante Zizic,CLE,22.0,2.4,3.8,0.633,0.3,1.0,0.345,0.3,0.6,0.455,0.1,0.3,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Davis,NOP,26.0,5.7,8.1,0.703,1.0,2.6,0.384,1.0,2.3,0.415,0.7,2.1,0.322,0.5,1.2,0.424,0.6,1.9,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Tolliver,MIN,34.0,0.2,0.4,0.462,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.1,0.75,0.5,1.6,0.313,0.8,1.8,0.431,0.0,0.1,0.333,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Blakeney,CHI,22.0,0.8,1.3,0.575,0.5,1.1,0.473,0.6,1.5,0.376,0.4,1.3,0.275,0.7,1.4,0.493,0.2,0.7,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aron Baynes,BOS,32.0,1.3,2.4,0.554,0.1,0.3,0.412,0.1,0.3,0.462,0.1,0.2,0.364,0.1,0.3,0.438,0.3,0.9,0.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Rivers,HOU,26.0,1.3,2.2,0.578,0.3,0.8,0.424,0.1,0.2,0.313,0.0,0.0,0.333,0.5,1.6,0.336,0.9,2.7,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avery Bradley,MEM,28.0,0.8,1.8,0.457,0.3,0.7,0.372,0.2,0.5,0.382,0.8,1.7,0.464,1.2,3.1,0.397,0.6,1.7,0.365,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
BJ Johnson,SAC,23.0,0.3,0.7,0.4,0.2,0.2,1.0,0.5,0.8,0.667,0.2,0.4,0.5,0.4,0.6,0.75,0.0,0.4,0.0,0.0,0.0,0.0,,,,0.0,0.2,0.0
Bam Adebayo,MIA,21.0,2.8,4.1,0.677,0.2,0.7,0.339,0.3,0.7,0.375,0.1,0.2,0.444,0.0,0.1,0.0,0.0,0.1,0.429,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
