PLAYER_NAME,TEAM_ABBREVIATION,AGE,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT
Andrew Harrison,MEM,23.0,1.5,2.6,0.558,0.2,0.6,0.371,0.2,0.4,0.375,0.4,1.0,0.379,0.4,1.4,0.309,0.5,1.4,0.37,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew White III,ATL,25.0,0.3,0.8,0.333,0.1,0.1,1.0,0.1,0.2,0.333,0.1,0.3,0.25,0.6,1.9,0.346,0.6,1.8,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Wiggins,MIN,23.0,3.0,4.5,0.656,0.9,1.9,0.44,0.7,1.9,0.348,0.8,2.3,0.335,0.9,2.6,0.352,0.8,2.5,0.305,0.0,0.2,0.111,0.0,0.0,0.0,0.0,0.0,0.0
Ante Zizic,CLE,21.0,1.5,1.8,0.804,0.4,0.7,0.625,0.0,0.2,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Brown,MIN,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
Anthony Davis,NOP,25.0,6.1,8.5,0.726,1.2,2.8,0.43,1.1,2.5,0.441,1.0,2.7,0.35,0.5,1.5,0.333,0.5,1.5,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Anthony Tolliver,DET,33.0,0.6,1.0,0.633,0.1,0.2,0.286,0.0,0.1,0.375,0.0,0.0,0.333,0.7,1.8,0.41,1.3,2.9,0.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Blakeney,CHI,21.0,0.8,1.6,0.516,0.1,0.5,0.2,0.2,0.6,0.333,0.6,1.3,0.417,0.9,2.3,0.405,0.2,1.3,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonius Cleveland,ATL,24.0,0.1,0.3,0.4,0.0,0.1,0.0,0.0,0.2,0.0,0.1,0.4,0.2,0.2,0.4,0.5,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aron Baynes,BOS,31.0,1.3,2.5,0.527,0.3,0.8,0.419,0.4,0.9,0.432,0.5,1.0,0.5,0.1,0.3,0.24,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arron Afflalo,ORL,32.0,0.3,0.4,0.609,0.1,0.2,0.5,0.1,0.4,0.3,0.2,0.5,0.357,0.3,0.9,0.34,0.2,0.5,0.414,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.1,0.0
Austin Rivers,LAC,25.0,2.6,4.8,0.531,0.4,1.3,0.313,0.3,0.8,0.34,0.1,0.3,0.375,0.8,2.0,0.395,1.5,4.0,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avery Bradley,LAC,27.0,2.1,3.8,0.555,0.4,1.1,0.34,0.4,1.1,0.333,0.8,2.0,0.407,1.2,3.3,0.364,0.8,2.3,0.333,0.0,0.0,0.0,0.1,0.1,1.0,0.0,0.0,0.0
Bam Adebayo,MIA,20.0,2.2,3.7,0.595,0.2,0.6,0.308,0.1,0.4,0.269,0.1,0.2,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Ben McLemore,MEM,25.0,1.1,2.0,0.558,0.1,0.4,0.292,0.2,0.3,0.625,0.2,0.7,0.333,0.6,1.6,0.359,0.6,1.6,0.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Moore,IND,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
Ben Simmons,PHI,21.0,5.0,7.2,0.693,0.9,2.5,0.373,0.6,1.9,0.318,0.2,0.5,0.349,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Bismack Biyombo,ORL,25.0,1.7,2.8,0.627,0.3,0.8,0.348,0.1,0.5,0.289,0.1,0.2,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Griffin,DET,29.0,4.0,6.4,0.626,0.7,2.2,0.331,0.1,0.8,0.182,0.5,1.5,0.352,0.9,2.5,0.347,1.2,3.6,0.332,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Boban Marjanovic,LAC,29.0,1.6,2.6,0.625,0.4,1.0,0.4,0.1,0.3,0.333,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Brown,HOU,33.0,0.2,0.4,0.571,0.0,0.1,0.0,0.1,0.4,0.4,0.1,0.2,0.5,0.2,0.4,0.571,0.4,1.6,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Portis,CHI,23.0,2.3,4.3,0.542,0.6,1.2,0.512,0.4,0.9,0.492,0.6,1.1,0.494,0.5,1.6,0.339,0.8,2.0,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bogdan Bogdanovic,SAC,25.0,1.1,1.9,0.566,0.3,0.7,0.362,0.5,1.1,0.482,0.5,1.2,0.4,1.2,2.3,0.506,0.9,2.5,0.351,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.1,0.0
Bojan Bogdanovic,IND,29.0,2.0,3.2,0.605,0.4,0.9,0.457,0.4,0.8,0.448,0.4,0.8,0.453,0.9,2.0,0.429,1.1,2.9,0.386,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bradley Beal,WAS,25.0,2.9,4.5,0.639,0.4,1.1,0.36,0.9,2.0,0.43,1.3,2.9,0.44,1.2,2.8,0.415,1.7,4.7,0.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandan Wright,MEM,30.0,1.8,2.7,0.667,0.1,0.5,0.308,0.1,0.4,0.364,0.0,0.1,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Ingram,LAL,20.0,3.5,5.8,0.598,0.2,1.0,0.183,0.4,1.3,0.316,1.0,2.3,0.422,0.7,1.6,0.453,0.3,0.9,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Jennings,MIL,28.0,0.6,0.9,0.615,0.0,0.4,0.0,0.2,0.6,0.375,0.5,0.9,0.583,0.1,0.6,0.25,0.5,1.9,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Paul,SAS,27.0,0.6,0.9,0.66,0.1,0.1,0.6,0.0,0.1,0.2,0.0,0.2,0.222,0.1,0.5,0.259,0.2,0.5,0.333,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Briante Weber,MEM,25.0,0.4,0.8,0.5,0.2,0.5,0.375,0.1,0.2,0.333,0.2,0.4,0.5,0.1,0.3,0.5,0.2,0.4,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brice Johnson,LAC,24.0,0.9,1.3,0.667,0.0,0.3,0.0,0.1,0.1,1.0,0.3,0.6,0.5,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brook Lopez,LAL,30.0,1.8,2.6,0.708,0.9,2.0,0.466,0.5,1.2,0.407,0.2,0.5,0.412,0.5,1.1,0.415,1.1,3.3,0.322,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Caboclo,SAC,22.0,0.3,0.4,0.6,0.0,0.3,0.0,0.3,0.5,0.6,0.0,0.1,0.0,0.2,1.0,0.182,0.1,0.6,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryn Forbes,SAS,24.0,0.3,0.6,0.531,0.4,0.8,0.485,0.2,0.6,0.378,0.5,1.1,0.439,0.7,1.6,0.415,0.6,1.7,0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buddy Hield,SAC,25.0,1.4,2.4,0.567,0.3,0.7,0.37,0.3,0.9,0.324,0.9,1.9,0.447,1.3,2.9,0.429,1.2,2.8,0.423,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
C.J. Williams,LAC,28.0,1.1,1.4,0.731,0.2,0.6,0.333,0.3,0.6,0.5,0.2,0.5,0.389,0.4,1.3,0.304,0.3,1.0,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJ McCollum,POR,26.0,2.1,4.1,0.517,0.9,2.1,0.41,1.2,2.4,0.495,1.3,3.1,0.427,1.2,3.1,0.396,1.4,3.5,0.395,0.1,0.1,0.75,0.0,0.0,0.0,0.0,0.0,0.0
CJ Miles,TOR,31.0,0.6,1.0,0.618,0.1,0.4,0.214,0.1,0.2,0.4,0.1,0.3,0.368,0.9,2.4,0.365,1.5,4.1,0.357,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Caleb Swanigan,POR,21.0,0.8,1.5,0.514,0.1,0.4,0.286,0.0,0.1,0.5,0.0,0.1,0.0,0.0,0.3,0.143,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Payne,CHI,23.0,1.2,2.2,0.554,0.4,1.2,0.31,0.0,0.6,0.067,0.2,0.5,0.462,0.6,1.3,0.455,1.0,2.6,0.379,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caris LeVert,BKN,23.0,2.3,4.1,0.573,0.4,1.1,0.363,0.3,0.9,0.375,0.2,0.6,0.289,0.5,1.4,0.34,0.8,2.2,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carmelo Anthony,OKC,34.0,1.1,2.0,0.541,0.2,0.7,0.339,1.0,2.2,0.45,1.2,2.8,0.42,1.3,3.7,0.351,1.3,3.6,0.358,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Cedi Osman,CLE,23.0,0.7,1.0,0.661,0.1,0.2,0.778,0.1,0.1,0.571,0.2,0.4,0.474,0.4,1.1,0.345,0.2,0.6,0.382,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Chandler Parsons,MEM,29.0,0.8,1.2,0.628,0.1,0.3,0.417,0.3,0.5,0.5,0.2,0.7,0.308,0.8,1.4,0.538,0.9,2.3,0.378,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
Channing Frye,LAL,35.0,0.7,0.9,0.778,0.1,0.1,0.857,0.1,0.2,0.556,0.2,0.3,0.6,0.5,1.2,0.371,0.5,1.4,0.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Cooke,NOP,23.0,0.0,0.2,0.0,0.1,0.2,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.4,0.25,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheick Diallo,NOP,21.0,1.4,2.1,0.693,0.3,0.5,0.48,0.3,0.6,0.481,0.1,0.4,0.333,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chinanu Onuaku,HOU,21.0,1.0,3.0,0.333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Boucher,GSW,25.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,
Chris McCullough,WAS,23.0,0.6,1.0,0.611,0.0,0.3,0.0,0.3,0.5,0.714,0.1,0.3,0.2,0.0,0.0,0.0,0.1,0.4,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Paul,HOU,33.0,1.0,1.6,0.617,0.5,1.1,0.444,1.2,2.4,0.479,1.1,1.9,0.58,0.9,2.0,0.466,1.6,4.5,0.362,0.0,0.1,0.167,0.0,0.0,0.0,0.0,0.1,0.0
Clint Capela,HOU,24.0,5.6,8.2,0.687,0.3,0.8,0.339,0.1,0.1,0.556,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Zeller,CHA,25.0,2.0,3.5,0.579,0.2,0.5,0.467,0.0,0.1,0.5,0.1,0.3,0.444,0.2,0.4,0.429,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Aldrich,MIN,29.0,0.2,0.7,0.3,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
Corey Brewer,OKC,32.0,1.4,2.5,0.567,0.1,0.2,0.308,0.0,0.1,0.0,0.0,0.1,0.429,0.4,1.2,0.326,0.1,0.3,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Cory Joseph,IND,26.0,0.8,1.5,0.524,0.3,0.5,0.545,0.4,0.9,0.414,0.7,1.7,0.43,0.4,1.2,0.333,0.5,1.5,0.358,0.0,0.1,0.333,0.0,0.0,0.0,0.0,0.0,0.0
Courtney Lee,NYK,32.0,1.2,1.9,0.626,0.3,0.7,0.407,0.6,1.2,0.478,0.7,1.6,0.44,1.0,2.4,0.398,0.8,2.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristiano Felicio,CHI,25.0,1.9,2.9,0.675,0.2,0.4,0.478,0.0,0.2,0.167,0.1,0.3,0.389,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D'Angelo Russell,BKN,22.0,1.7,3.0,0.569,0.6,1.7,0.346,0.6,1.4,0.449,0.8,1.5,0.514,0.7,2.1,0.33,1.4,4.1,0.332,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
D.J. Augustin,ORL,30.0,1.2,2.3,0.532,0.1,0.5,0.297,0.1,0.3,0.429,0.2,0.3,0.48,0.5,1.1,0.438,1.1,2.7,0.422,0.0,0.1,0.5,0.0,0.1,0.0,0.0,0.0,0.0
D.J. Wilson,MIL,22.0,0.3,0.3,0.833,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.5,0.1,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dakari Johnson,OKC,22.0,0.6,1.2,0.552,0.1,0.2,0.5,0.1,0.2,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damian Jones,GSW,23.0,0.7,1.0,0.667,0.1,0.2,0.5,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damian Lillard,POR,27.0,3.2,6.0,0.534,0.5,1.0,0.486,0.5,1.3,0.398,0.8,1.6,0.491,0.9,2.5,0.367,2.5,6.6,0.382,0.2,0.6,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Damien Wilkins,IND,38.0,0.2,0.5,0.444,0.1,0.2,0.333,0.2,0.4,0.667,0.0,0.2,0.0,0.3,0.8,0.364,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damion Lee,ATL,25.0,1.7,2.8,0.619,0.3,1.2,0.278,0.5,1.2,0.444,0.3,0.7,0.5,0.8,2.3,0.343,0.4,1.8,0.222,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0
Damyean Dotson,NYK,24.0,0.5,0.9,0.583,0.1,0.2,0.375,0.3,0.4,0.647,0.2,0.5,0.5,0.4,1.0,0.4,0.3,0.9,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Hamilton,OKC,22.0,0.3,0.7,0.5,0.0,0.0,0.0,0.3,0.3,1.0,0.0,0.3,0.0,0.2,0.5,0.333,0.2,0.3,0.5,,,,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Theis,BOS,26.0,1.3,1.9,0.689,0.1,0.2,0.417,0.1,0.2,0.533,0.2,0.4,0.478,0.2,0.5,0.4,0.1,0.5,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danilo Gallinari,LAC,29.0,1.5,2.8,0.552,0.2,0.6,0.333,0.3,1.1,0.304,0.7,1.6,0.424,1.0,2.7,0.386,1.0,3.4,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5
Danny Green,SAS,31.0,0.9,1.8,0.504,0.1,0.4,0.323,0.1,0.4,0.231,0.3,0.6,0.432,1.0,2.4,0.404,0.7,2.3,0.317,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Dante Cunningham,BKN,31.0,1.2,2.0,0.614,0.0,0.2,0.167,0.0,0.2,0.231,0.1,0.2,0.429,0.7,1.9,0.386,0.1,0.5,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dante Exum,UTA,22.0,2.1,3.7,0.577,0.4,1.0,0.429,0.1,0.1,0.5,0.0,0.0,0.0,0.2,0.7,0.3,0.1,0.6,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Danuel House Jr.,PHX,25.0,1.5,2.3,0.648,0.1,0.4,0.375,0.0,0.0,1.0,0.0,0.2,0.0,0.5,1.2,0.407,0.3,1.4,0.188,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dario Saric,PHI,24.0,2.2,3.6,0.621,0.3,0.9,0.352,0.1,0.4,0.321,0.3,1.0,0.342,0.6,1.5,0.397,1.6,4.1,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darius Miller,NOP,28.0,0.1,0.2,0.588,0.0,0.1,0.333,0.2,0.4,0.571,0.3,0.6,0.5,1.0,1.9,0.513,1.0,2.7,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrell Arthur,DEN,30.0,0.4,0.4,0.857,0.0,0.1,0.0,0.1,0.4,0.167,0.3,0.3,0.8,0.5,0.9,0.5,0.2,0.6,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren Collison,IND,30.0,1.5,2.5,0.618,0.1,0.3,0.174,0.1,0.3,0.476,1.1,2.4,0.448,1.0,2.0,0.493,0.8,1.7,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrun Hilliard,SAS,25.0,0.1,0.2,0.333,0.1,0.4,0.2,0.0,0.1,0.0,0.2,0.2,0.667,0.1,0.3,0.333,0.0,0.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
David Nwaba,CHI,25.0,2.2,3.9,0.557,0.4,1.1,0.329,0.1,0.3,0.278,0.0,0.0,0.0,0.2,0.5,0.351,0.1,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Stockton,UTA,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.667,,,,0.0,0.0,0.0,0.0,0.0,0.0
David West,GSW,37.0,1.5,2.0,0.738,0.3,0.8,0.382,0.4,0.8,0.544,0.7,1.3,0.516,0.1,0.3,0.25,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Bertans,SAS,25.0,0.6,0.8,0.776,0.1,0.2,0.353,0.1,0.2,0.6,0.0,0.2,0.214,0.4,1.1,0.392,0.9,2.6,0.369,0.0,0.1,0.333,0.0,0.0,0.0,0.0,0.0,0.0
Davon Reed,PHX,23.0,0.2,0.7,0.357,0.1,0.2,0.4,0.1,0.2,0.5,0.1,0.4,0.286,0.2,1.1,0.19,0.3,1.2,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
De'Aaron Fox,SAC,20.0,1.9,3.4,0.562,0.6,1.6,0.388,0.4,1.2,0.3,0.7,1.8,0.406,0.5,1.8,0.295,0.3,1.0,0.301,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0
DeAndre Jordan,LAC,29.0,4.7,7.0,0.67,0.1,0.5,0.314,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre Liggins,NOP,30.0,0.2,0.4,0.36,0.1,0.1,0.5,0.0,0.0,0.0,0.1,0.1,0.375,0.3,0.9,0.327,0.2,0.3,0.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
